,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99
sample_0,0.5646165854169762,-0.06165032820135808,0.5995310079678164,1.6421359936621176,-0.07540674096049321,-0.1591680778258655,1.5573022054506738,0.7195106469435678,-0.654991119821,0.24660385566568863,-0.36027880515973104,-0.4461227691053718,-0.09396278087905645,-1.5125843453096244,-2.119070765707388,-0.7882880192409516,-1.0770868482973153,0.560819344009557,-1.20928156136602,-1.2989845310880945,1.0670626263106155,-0.38972810976469063,0.02709096987059241,-1.4873199803037809,-0.5044569988057128,0.06411969079440104,-1.0016174857666102,0.009296310293077018,-0.7602545065388556,-0.357707173706846,-0.5336840567401567,1.818048165949568,-0.024480808536185852,-1.043579819831438,0.6043374538036161,-1.2422640276989627,0.12837862103797854,-2.130767257193692,-1.21626938186548,0.3557649391618748,0.8201436462900581,-0.07896172046928243,-0.06365698759433774,-0.343185652597441,-1.2181207011581336,-0.6602152535234702,-0.1436351760159354,1.196368593662273,0.3002125422673007,-1.6633825843934296,0.532278180408798,-0.6184612130697436,-0.6945615214686089,0.5667820721328766,0.9823861206089346,0.7792611261037826,-0.7802883487708243,-0.48088195001433687,0.2810850894252527,1.1040198381658082,-0.500896137188757,-0.2402282913918195,-0.8632670161562775,-1.0563418621232734,0.8264306884779858,1.3721840444633693,0.005159995923343894,0.8908343944047499,0.5528043562184433,-1.2472756296095915,0.2851988104512027,1.4554897165148442,0.22467851783972823,1.768091716169586,-2.124786423199586,0.9015821744457542,0.21082874816715724,-0.38846167759117767,0.0687141839935323,-1.950233761303411,-0.4055608365425492,0.4480544992602834,1.262805684393955,-0.5149686656913071,-0.687272494326963,-0.5075452588826369,0.9620578605176703,0.4623973359334326,-0.581566059241886,0.393423973146613,0.20264559777579172,0.8905725332745731,-0.9126615286038805,-0.19759014822930818,-0.3870496928693201,-1.2615635017884428,0.2968807871670075,0.2368449582204018,-0.10048243846287563,-0.3953449768666461
sample_1,-1.4974947127831442,-0.3409596338757519,-0.41869034191272325,-1.0373722880299834,0.005581866803929615,0.46350653499182864,1.8568693257653155,0.1613281645185124,0.18255520694434602,-0.3194989816957952,-2.036236805261425,0.004589174561956626,-0.2734759462049572,2.400834128292872,-0.354842802853381,0.16054355673820705,-0.15049030595332022,-0.9127268602351671,1.260496217433085,0.712770625784033,0.45713232518646363,-1.053571910858344,1.454101662694092,-1.4656819439949673,0.5472651549610502,1.9290313870758125,-0.8501153936098221,-1.1997537800645528,-0.04200389825866531,-0.5870165659286111,-1.5218076344756142,0.2852080802281788,-1.178731945451103,0.4354696616238718,-1.065329396150059,1.4353319596166074,-0.9325567723030782,-0.20258254306989276,0.8063191466549672,-1.0568947921103133,0.19049773801697703,1.0477454159927826,-1.6865190824302272,0.22350138577597076,0.31196026706997826,0.9230000287752526,-0.9631405832689801,-0.9671010991119715,0.5288667004574618,0.4144502292006261,0.4590132675449536,0.0800858945766025,-0.6976885801070535,0.17279973958395917,0.27538709696013064,-0.6864669171031151,2.100852462455183,0.3242789011169553,-1.3466688884341833,0.66452619875069,-1.0546958462339444,0.6871933337882127,1.220669678459501,-0.6647244843380861,1.0194437810237007,0.4602990314368858,0.9425862899546923,1.7919272488512135,-0.12253181905583303,-1.3896967014974975,-1.059543789101645,-0.6188922951665375,0.17696856460916358,0.4623847875287152,0.3767636474768649,0.9067998639764834,0.1371473807874252,1.2777480709255562,-0.2665706468257224,2.5451477771641624,0.4589161048839397,-0.8132217461213446,-0.7597339036785588,0.5006249986415837,-0.09359069109810413,0.7301589140711057,0.5113996099547781,-0.027328084714364532,-0.9314964308430781,-1.6067901345424178,-0.38080582995867046,0.7869336787536727,0.06325952836378411,-1.2054586825220592,0.159413644760334,0.331537401464495,-0.9260291132201685,0.14363832405027285,-0.04627290094758577,-1.6510148233996678
sample_10,1.5380810973163705,0.9896855450849882,-0.00504445150335028,-0.8583696397726457,0.9608813288380905,0.4531978912558376,0.8897851168196927,0.5949833838618431,1.0949569008797002,-0.7422730632442331,1.690470835480646,0.2345686158080231,1.7169517705816946,-0.41801986588672085,1.8649798665068174,0.04670971798224991,-0.7347113047656594,-0.23226581173767652,-0.5015588015090885,0.4080964116738723,0.21465223619697774,-0.7275912243944074,-0.07110498756371575,1.8835522191167142,1.6077695657006958,0.3559372620823435,0.12102134119550326,-0.3188514942875389,0.48504200347258786,-1.1493131683293856,-0.1751422783520184,-1.2076135409197146,0.42973351522187037,0.6031491605663695,-0.6471981404798962,1.458575430121202,-1.4057641554463978,-1.5475871778101031,0.2500156955905788,1.1970300298407968,1.9851103363177913,-0.7041827093079178,1.2355694771021664,-0.03682821801068914,-0.06871946272709939,1.030367367957418,1.0312509011228566,-1.1999887675997858,1.7528963741300503,1.5069198785885523,-0.41315900677401896,0.12721587652667093,0.48557547075612606,0.20231038335832496,-0.5326428561453351,-0.6484099767537953,0.08636077590010303,1.0429139273716235,0.5080911666792569,-0.7506643326357109,0.8971314798706379,-2.779043171795421,1.211625319565376,-1.6231409839988096,-0.6769402588829146,-1.0208663258768447,-1.276802171873378,1.0495075538599257,-0.3698631170931654,0.052970820427923074,-0.15374575935080342,0.5204626672327091,0.3548866390001439,-1.2708973971317268,0.9982362103103024,-0.39836718648550656,-1.424724514029748,-0.5112095276985359,1.3941705674951408,0.7595498987517786,-0.5374610777280845,-0.28566037097909597,-0.16517534710627949,2.118559632538537,0.5207597098588242,0.4410740934018629,1.0791460095148606,0.35268905447565363,-0.2827570490176124,-0.3064311822089936,0.02159841345186308,-0.038162076282532424,0.6103010935951142,0.21914520679740723,0.7002412080167838,-0.0700345048546226,0.07148274550806613,-1.7251164440766162,0.8298548394879364,0.40788338498598925
sample_11,1.1052453300030465,-2.7896402208309614,2.0806829556896975,-0.2737411088016798,1.4165299389997814,-0.9453502497575142,0.6141793883514834,-0.9948435392270503,-0.8327413952997331,1.5049284931214977,-0.046201924486222797,0.25492100158113934,0.5264736909101457,0.6414722646510392,0.039753863904958484,0.23019677989711818,2.1592077645651266,0.19130518314358683,0.12640451766779962,0.9904455370733084,0.741470641857401,0.9822256707693929,0.6375396157952833,-1.22106945314147,1.5202732693383154,-1.0633900556955018,0.3708841496398087,-1.441023407841439,-0.20999437478138172,0.3140991613381737,0.42747783575049064,0.5888669636442575,1.7663235711871903,0.41609599193924485,-0.4180895026226431,0.869186934964877,1.1770056265737399,-1.2688083331325624,0.6022217489086382,0.8547547877488788,-0.4564192100169346,1.115762101032954,-0.10108626917226939,0.15460190356808604,-0.06911071696387669,0.11514524627918307,-0.8146378634282936,-1.0759254935914533,1.904156057436611,-0.7393846894688664,-0.777367047448262,-2.307039255042877,-0.6563035132766726,-1.4422275934378486,1.5677928484363677,0.8492122889802991,-0.6193836930927018,2.1531148805605436,0.9765272986938165,-0.6875864339228742,-2.758790834759319,2.1209837278884938,-1.1238705934549966,-1.52478408703085,1.0951829404353746,2.4194352681827556,1.5320622403261457,0.447355667868275,0.8121568624606031,0.7176485110503253,0.7125513167641231,0.34786584817413413,0.3865338771170128,0.031509133685626314,-0.5133772515992849,-0.1878299959945365,-1.5604293735073107,-0.19767901640927707,-0.9475812756424201,-1.1061286955725331,0.0030510115028482493,1.5230062615470765,0.8187639792781646,-1.5828141606155162,-0.8710855061399544,0.9610232315362739,-0.972289153295204,-0.21245281666360802,0.6102925403388966,-1.0678055431703795,0.2115520023498466,-1.235522956019306,-0.8054068324823711,0.5131767898088938,-1.5479423525270568,0.3790653659508214,-0.03036579801486227,0.48992987148199674,0.12291006640841644,1.8145968986214416
sample_12,0.1639790367615188,-0.34962455935071707,0.05938286682166981,0.5131670431331462,0.23914794532198483,0.10888240970972421,-0.6688664579723964,-0.6271689312125681,-1.729975592069952,1.3540414225641981,-1.2590253505996876,-0.6792443184866414,-1.0426064816777063,0.9984687116677833,-0.47293948223925697,1.1998387585345105,-0.7556212417202196,0.5257891419293603,-1.1217586480355886,2.0078275018952434,-1.3317744673117622,0.13038153620254067,0.6322459363723817,0.250127652206288,-0.17060361976816085,-0.15177732478080283,0.12650518939195166,-0.66158835957518,0.8443889669815143,2.3515979687770607,-0.4876443293301333,-0.9508552671184045,-0.10678433028778588,2.4697178722741486,-0.954384043839591,1.5215151301131802,1.699102204774536,-0.475191206051195,0.5753852210672212,1.7721943027817693,-0.5569200331407542,-0.45091699852775974,-0.5706210398940722,-1.1757709066249824,-0.48824975568385515,-1.1916863058572722,0.3786130714746114,-0.4661906377211875,0.159380507104569,-1.4544474044325224,0.539044317542157,0.5452050594911616,-2.021704088776149,0.3200440728637487,1.1708127725479898,-1.1276105393648377,1.8950690375561923,0.267916879843794,-0.8267816250970844,-0.3168832484960332,0.6586582865364405,0.009244641024356338,0.6503623648460963,-0.7690008792687137,0.0035005404233451917,-1.3050703422617864,-0.03595763637203151,-1.0333320041800844,-0.6678322183715858,1.219426800755772,1.0698652651917413,0.6368764643509719,-0.9964992823966055,-0.23936187378469187,1.1855054344900449,0.22951839107871577,2.432143261561126,0.269758985445187,0.163056209114487,-0.34749290601595906,-0.04435162989897807,-0.08125456579563645,0.651957598428297,0.9818924767346013,-0.6644355779967401,-1.3519947180243452,-1.8424066256925373,0.6809801486062328,-1.214692503269011,-2.2360560104220357,0.5155209711296206,2.2980354352414984,-0.1712698227779715,1.082617618950909,0.07110434563816614,-0.08569386925799423,0.9425025672790162,-0.24193559625241298,0.16730069468933745,0.37361492026956655
sample_13,-0.6915811628006311,1.0563609461612546,-0.24622371107360055,-0.9837521997377349,0.7811452395216586,-0.8073504071571151,0.043690397167727636,-0.011624766119763019,1.1368245537135484,0.18434065867890492,0.1445637960216267,0.8709675945406692,1.0402627513835012,0.6970265336299839,-0.12148573664924378,-1.6115882825746928,-1.126615388242418,-0.05473467308242198,-0.8497920279840536,-0.15998308429088798,-0.20683251141570394,0.3438957432330011,-0.12041968688650094,0.31883236717254265,0.06160205564472846,-1.8069405292610066,-0.8017719993203802,-0.6578476727464744,-1.3849312063731105,0.6077077402134425,1.6867873468830048,1.2736343354173918,-0.244528540755378,1.4178949082774186,-0.041569995100083384,-0.38822737528804335,-0.7509244001809521,-0.17951435302370994,-0.328540481242974,0.329598981989541,0.10808302314739077,-0.24594019835225897,0.5374628654985582,1.3971685068303386,0.9189840182872765,-1.4668153453099493,-2.353386344262286,1.0846250492341791,-1.8930639471575947,-0.11181013987007456,-0.9552955117455092,-1.9714740036008112,0.5333800677316326,0.7199202116488773,-0.5577497877583022,-2.3579944617212085,-0.4682369001297572,0.2399332423130214,-1.6541464605324532,0.01257903273071328,0.017537990525965635,0.4890817016728915,0.26468366787810943,-0.823641626622218,1.317817453162702,-0.09189181795859427,0.05203347889937319,-1.0629497749195718,-0.3426961573904221,-1.5615550655800983,-0.28922459334319545,1.6085421096412162,-1.3196714647558982,-1.6236799024675055,1.4083937086051883,-0.1173305730516081,-0.5415759865327181,0.8844944161871926,-0.5873131665275403,1.6913220484741223,0.5123577135545029,-0.4296815561744593,1.8019414768429134,-0.6037110507247521,0.886245397456482,0.30796476810140716,1.3558184133130133,1.9657439135699284,0.03848954961788588,-0.8558356800188924,0.5921494415496827,-0.6295404650333289,1.9799483655468932,0.3120078690678329,-0.3611551614188515,0.1586525493435571,-1.4061534926108337,-0.8336179090726858,1.1199030056593302,-0.979105629254465
sample_14,-1.1001247870606086,0.6059250371404624,1.1526583279950566,0.7155789209703828,1.2918975883163943,-0.6691213278313094,-1.3713192419794649,1.4104860092975524,-0.485881018412923,-0.48133410931561366,1.7029080020206782,0.602585836532716,0.11735075069094887,2.134152749612833,-0.8741998853690154,0.848460183491319,-0.06359705501138477,0.5154530481172306,1.724918484830643,0.48587125435630385,0.2286303681186658,0.8710142575604801,-0.43510522810206514,-0.9339795672501126,-0.9697072452823238,-1.7987707611813688,2.0265885329248934,-1.888877753848212,-0.3711392353479589,-0.34159518843377285,0.41295153157180864,0.9272941130128827,0.9373569564041823,-0.5851426241959352,-0.3442519980980218,0.21059900208348792,-0.36091453009464997,2.069177171136463,0.5017156579708834,0.8881041649831327,0.7270098633296052,0.9151436508428387,0.2590692222238653,-1.5048547258869378,0.4350117063264618,-0.5880087274867813,-0.21539533144006576,0.7680037808381488,1.4473921314545277,0.1363537174076982,0.5170948262870312,1.3747235679649226,0.23031179011982458,2.6331522567977155,0.5364058725349015,-1.6184826282788667,0.915978067808568,0.2289869574506375,1.3057919699004892,0.6874352314454664,-0.12009525000970449,-1.2304753920053284,-0.03766076942452487,-0.6958413317545655,-0.9559770089939952,0.6302132171900644,1.8315450195145082,0.2766340764069522,-1.179991610292679,0.18160087139885794,1.1830869386890108,-0.43732589798733446,0.11118080673861494,0.11398354685743693,-0.5400936239196134,0.7300332513478911,0.0038554821290209505,0.2946822362762592,-0.8524767227437259,-0.47004550150042684,0.557819631528552,-0.3101484577456586,1.4604501459303387,-0.39457410278617744,0.3611836806101569,0.9526952051114588,-1.4165404962739916,-2.0858136176171844,-1.6808009363414194,1.1324323765051685,-0.49387331466376727,2.3582355090359326,-0.7658648809796813,0.3647200128526448,1.4827534238749518,1.7281264201333186,2.1264956101873262,1.059499660472328,0.9398506518168472,0.7479855622418059
sample_15,0.8683621480967845,-0.4700800205177151,-0.907530043734503,-0.11677703550645259,-0.004308808577227835,-0.3729334587625257,0.6957756887468322,0.8963931420090563,-0.012301317043183428,1.1044386675289417,-1.1413635362847976,-0.16693128887378184,-1.0410408884343327,-1.4707869178579525,-0.22858255166729394,-0.30440123019483256,1.3161212113061245,0.8753814983825365,-1.3491731237854543,1.7372773678862852,0.8459027907752353,0.3947853467675696,-0.28712257828043497,-1.0475978475851997,-0.3443837266298248,0.9410277122628494,1.8645459108358433,1.507839172453172,-0.6455981448479153,-1.2541514533792484,0.23955820066234365,-1.2934244332829998,0.3460316669213513,-0.1645278254344623,-0.630760007537019,-1.6035504446203757,0.45425327843752816,-0.45059755824409287,-1.0668025999568502,-2.6809721283541177,-0.12367403636039666,1.509141110617396,1.869315435800763,-0.5251747980723562,-0.44682441962653296,0.5929512722788756,-0.7113017024279207,0.509058359324298,0.8419123840416195,1.3524377654062665,0.10992064778478725,-0.4452320642531392,-0.8971992025510565,-0.9269769029365225,-0.2223888123679391,0.27699470584698666,1.0866560793975435,-0.9887996266340167,1.5227476739221237,-0.6135900189311377,0.010767937936462182,-0.7756171959831447,-2.0758565953050407,1.1130592364189817,0.7295956023762342,-0.21058020744860398,0.15090138099532713,0.3989651296903237,-1.5879171485781338,-1.095085020549814,0.750538017620469,-1.005312183204035,0.6054087094684336,-1.3494319932731667,0.5406347230778372,0.05427775645025715,-1.482986755740779,1.003179621530458,-0.7086419325031703,-0.8260236487183684,0.024194121681756536,1.27022032303884,-0.7160336460397401,0.0735878673144767,0.5683339988311847,0.7088868365226432,0.20890223750261563,-0.38610263770931064,-0.9103002901040734,-0.02782368525612805,-1.052303781152476,-2.701127574473702,0.300240439539121,1.1544624009765976,-2.292239896055438,-0.870546924901652,0.6316680061808148,1.796892335154922,-0.08447311620423587,-1.0774000566703086
sample_16,-0.16831775663171555,1.4350305804308328,-0.7304576364080543,-1.0338170644984124,-0.3517017269928198,-0.8608774702065252,0.1358999310609302,1.5266167457347704,0.2580457218588829,-0.48272915459777016,-0.16266004480005725,-1.5723088427311147,0.5393564977255257,0.12864038605174694,-0.3411657359988275,3.336617753429862,0.16540899354997565,-0.4984765881688548,-0.6292240382101991,1.081346950727786,-0.15564115546872578,-1.5671689949389545,0.9373110697799005,-0.7723206897531375,1.7432787175033078,0.9332251120552347,-0.3372178998574919,1.171271008439305,-0.0746152308278093,0.8814786314449485,0.5975965187131876,-0.5010303709198867,-0.717877489668925,0.9728526491661468,-0.5049469733061265,-0.4525513515429976,-1.116347827517559,0.6753875219457185,1.985861004591669,-0.8952869156250435,-0.05992862429963496,1.1519843394983793,-0.024487628609302533,0.5358585788690021,-0.8518594908713767,0.5502865397319655,0.14507637788327102,1.1314054788677033,1.3821296739089035,2.7268475085794264,0.7866946153289156,0.060365158035912324,0.18357920040545153,-0.435084815072229,0.31889518411146583,-0.313317301650027,0.29301006120437884,1.191873966347077,-1.1491436852787462,1.3304318109085247,1.5067114778783601,-0.17578700805180536,-1.7976352832144689,-0.44274203609243895,1.4463088222761316,0.0392296034821231,-0.9670991482912874,-0.6306993909957482,1.0856912740297906,0.31551794968718466,-0.3601603404856558,-0.2232131038051294,-0.18673828515989896,-0.8860852444385584,1.5329388204154148,-0.22897811838953844,1.335387581182708,1.3421910480485286,0.9215129678336523,-0.4644708537077208,0.23195439127847198,0.051985341420566204,-0.6270630514599329,0.34016546461730607,-1.06329803456166,1.2123885742068008,-0.44447103307704056,0.30680000811723146,0.31584762823824997,-0.36812574286422967,0.728162967132418,-0.44228090219740007,0.7633424842802242,-1.3155035817951883,0.11417091699834987,1.6702526742126598,-1.0467407755380724,-0.5784189498736436,0.4189896914204012,0.17716609410169307
sample_17,0.4070704542397736,0.5589757416268687,0.5861997212878869,1.1658457072787107,0.640334591949811,-0.16611568410827468,0.672536467715877,1.7857243911283944,-0.26694431671293123,-1.1453253008707176,1.4482778468419322,-0.09173500258205027,-2.4791126371814864,0.9559925336090789,-0.7496551420723874,-0.27011569218496,0.19688614866893253,0.437854366975613,0.738599597799869,-0.3909889908601826,0.20585549043947646,-0.42252198001594266,0.7444962732458694,0.44061201947376005,-0.8680246776104554,0.9385467298981749,-0.420912341851864,0.5642294213357384,0.2324961910967243,1.9484431074481254,-0.13983211637694407,-0.0738979364724412,-0.030998612580279354,-0.3147961379938414,0.5826726058041104,-1.624431317928805,-1.2217443022040375,-1.08064777293743,0.9355016748060173,1.8535434745476884,-0.21847001627508533,-0.41643585355519463,0.13835343826371677,1.363606273860466,-0.7330018240246826,0.35003381428099917,1.372090183641472,0.6904127749923461,0.1026997634041688,1.124597941776887,-2.481618945250656,0.39656955766661534,-0.6715360005743396,-1.9692468594246637,0.48437494533639625,1.1732779215599152,-0.032820221313152244,0.8168501037617496,1.650599256910549,1.571589198941361,1.8675414603449134,0.6443308576576391,0.2240647670221429,-1.4794898360912594,-0.5280339315377428,-0.753693892588075,2.3568800015593374,-0.29892633755160913,0.28754105593328405,0.32174866167068,-0.056432471522521184,1.593862355400885,-0.45362211472934943,0.3059928826706515,-0.5034502843203305,-1.214767023886588,-0.484553890969535,-0.13939601611892863,-0.42145385306050664,-0.7135073302773269,-1.6190709810508275,-0.009205113094467208,-1.1039895087766987,0.7823278897580754,0.21683529856489173,-1.4805935434854764,-0.28607749911243796,-0.8557655660299238,0.35545803000928433,1.2092275203968854,-1.914219676185401,0.10241142705486615,-0.3353835111740369,0.8991188530445173,0.19809670993302964,-0.6484392356775543,-0.34067586051728616,-0.6811353033787603,0.9928853923935245,-0.04161276676599863
